customer_id,name,country,age,total_spent
811,Nola,Bangladesh,50,7748
812,Mala,Bangladesh,62,3123
813,Madison,Iraq,50,5665
814,Cindie,Iran,32,5767
815,Chane,Pakistan,29,9981
816,Derrick,Iran,28,7617
817,Rafferty,Nepal,67,6423
818,Washington,Iran,24,851
819,Laina,Nepal,37,5306
820,Bria,Iraq,51,692
821,Kipp,Iran,19,8302
822,Prisca,Iran,30,8182
823,Terrence,Pakistan,37,2007
824,Candide,Iraq,54,1408
825,Kele,Pakistan,51,9216
826,Pincas,Pakistan,24,591
827,Perice,Iran,28,9850
828,Anni,Iran,29,5645
829,Meggy,Bangladesh,20,6717
830,Lucien,Iraq,44,8526
831,Winnifred,Iran,39,1479
832,Gregg,Nepal,48,3727
833,Lamar,Nepal,53,8786
834,Robby,Bangladesh,18,9213
835,Penn,Iran,44,1486
836,Shae,Bangladesh,19,3727
837,Adore,Bangladesh,21,6176
838,Annamarie,Bangladesh,66,7080
839,Remy,Iran,29,8449
840,Paxon,Pakistan,55,2158
841,Shirley,Pakistan,35,9099
842,Pietra,Iran,39,724
843,Vonny,Bangladesh,55,2397
844,Adair,Iraq,22,1462
845,Sula,Pakistan,33,1947
846,Queenie,Iran,27,9010
847,Barrie,Iran,23,6470
848,Korney,Pakistan,23,819
849,Umberto,Bangladesh,64,9559
850,Emogene,Pakistan,21,9070
851,Lawton,Nepal,51,2232
852,Dolph,Pakistan,27,9425
853,Hannie,Nepal,68,2637
854,Clementius,Pakistan,63,4817
855,Ripley,Pakistan,29,8139
856,Alene,Pakistan,31,6672
857,Noel,Iran,70,9311
858,Esteban,Bangladesh,58,8598
859,Royce,Pakistan,70,8692
860,Brook,Bangladesh,35,3631
861,Eugen,Bangladesh,56,4341
862,Karel,Pakistan,66,3206
863,Tandy,Iran,60,5477
864,Arden,Pakistan,45,5600
865,Garrick,Pakistan,50,2450
866,Amabelle,Pakistan,22,1605
867,Evangeline,Pakistan,66,5702
868,Loria,Pakistan,53,7242
869,Ada,Pakistan,42,4844
870,Ricca,Bhutan,32,1235
871,Helen,Pakistan,67,2540
872,Kaleb,Bangladesh,36,4994
873,Essa,Bangladesh,46,4151
874,Bradford,Pakistan,25,961
875,Carlye,Iran,25,4073
876,Tam,Iran,32,1721
877,Elianora,Pakistan,52,1580
878,Harvey,Iran,48,2480
879,Jermaine,Iran,61,3386
880,Loutitia,Iraq,66,3107
881,Jonis,Nepal,39,3423
882,Audra,Iran,44,4500
883,Elita,Iran,53,5120
884,Courtnay,Nepal,43,6778
885,Betty,Iran,38,4886
886,Toby,Nepal,65,949
887,Pammy,Bangladesh,66,5621
888,Cathy,Pakistan,64,8579
889,Fawnia,Iran,49,6377
890,Joceline,Pakistan,46,4953
891,Leo,Iran,69,9768
892,Athena,Iraq,36,6581
893,Betta,Pakistan,63,5626
894,Kareem,Pakistan,42,759
895,Ethelred,Pakistan,52,4171
896,Geraldine,Iran,46,3529
897,Terrence,Pakistan,56,513
898,Ashly,Iran,19,7591
899,Anthia,Pakistan,26,7755
900,Violette,Pakistan,19,1720
901,Caldwell,Pakistan,28,4925
902,Pearce,Iran,46,712
903,Eldredge,Bangladesh,47,5967
904,Ursula,Pakistan,49,1343
905,Kelly,Bhutan,59,6643
906,Zacharias,Iran,52,1807
907,Noni,Nepal,49,9774
908,Stanton,Nepal,30,8453
909,Angelita,Iran,64,9239
910,Tannie,Bangladesh,42,6419
911,Kerstin,Pakistan,62,9934
912,Darrel,Pakistan,29,3422
913,Tallou,Bangladesh,31,6606
914,Errol,Nepal,21,6983
915,Pooh,Bangladesh,33,1401
916,Lyndsie,Pakistan,59,7138
917,Drusie,Iran,51,2211
918,Elysee,Iran,60,5818
919,Nickolaus,Bangladesh,56,1825
920,Sigfrid,Pakistan,67,5975
921,Dona,Pakistan,52,5657
922,Aylmer,Pakistan,61,4059
923,Keir,Iran,25,3588
924,Dalila,Iran,27,7040
925,Ophelia,Iraq,56,6788
926,Elisabet,Pakistan,42,7438
927,Cymbre,Pakistan,59,2130
928,Cheri,Bangladesh,22,7098
929,Odie,Pakistan,61,1597
930,Sybilla,Iraq,44,7543
931,Julita,Iran,38,7138
932,Ax,Pakistan,56,5669
933,Claus,Iran,38,1953
934,Richy,Pakistan,23,3082
935,Tabitha,Iraq,61,8249
936,Row,Nepal,51,2886
937,Brewer,Iraq,42,2878
938,Haily,Iran,25,1482
939,Arabele,Iraq,33,9808
940,Frederica,Pakistan,39,8768
941,Josie,Bangladesh,27,4654
942,Halie,Bangladesh,52,3285
943,Toddie,Iran,19,2855
944,Fernande,Bangladesh,69,3820
945,Gareth,Pakistan,45,9241
946,Guenevere,Pakistan,63,2620
947,Camila,Iran,23,6098
948,Hammad,Iran,45,692
949,Stern,Iran,69,2215
950,Nichols,Iran,31,1130
951,Renelle,Iran,63,1381
952,Luz,Bangladesh,35,2090
953,Gennifer,Bangladesh,56,7878
954,Evan,Pakistan,20,7378
955,Mordy,Iran,49,4924
956,Sidonia,Pakistan,19,2729
957,Kirby,Iran,33,4849
958,Kenon,Iran,53,8639
959,Bogart,Pakistan,35,6062
960,Arden,Bangladesh,33,4097
961,Geralda,Pakistan,48,6211
962,Alejandra,Iran,44,8021
963,Clementina,Pakistan,40,2912
964,Luigi,Pakistan,51,6068
965,Clemmie,Bhutan,42,2213
966,Chlo,Pakistan,22,9617
967,Gabriellia,Iran,52,9533
968,Henri,Iran,31,5851
969,Harley,Iran,59,4435
970,Clarey,Iran,36,9447
971,Karel,Iran,19,508
972,Erastus,Bangladesh,50,5143
973,Budd,Bangladesh,55,1981
974,Keenan,Iran,64,5514
975,Moritz,Pakistan,69,8372
976,Connie,Pakistan,29,3442
977,Brok,Pakistan,27,3364
978,Danny,Pakistan,54,8566
979,Shena,Pakistan,52,3039
980,Georg,Pakistan,65,2993
981,Alic,Pakistan,61,2507
982,Abbe,Nepal,20,9757
983,Elenore,Iran,63,3999
984,Kania,Iran,51,3626
985,Adlai,Nepal,28,8779
986,Humfried,Pakistan,29,1814
987,Rickard,Nepal,46,3093
988,Nicola,Iran,22,819
989,Ceciley,Iraq,39,9857
990,Donnajean,Nepal,24,8309
991,Aurelea,Iran,49,5619
992,Tybi,Pakistan,19,1998
993,Terrence,Pakistan,55,2789
994,Alica,Iran,42,4917
995,Carlye,Bangladesh,26,3121
996,Tiebout,Iran,63,7239
997,Osbert,Iran,30,2581
998,Chariot,Iran,50,3728
999,Delphine,Iraq,56,5452
1000,Curtice,Pakistan,46,9327
